66.6666666667,28.6,3.825,0,0
44.4444444444,17.2,3.338,0,0
33.3333333333,25.5,78.801,0,4.531025641
22.2222222222,+AC0-69.9,38.191,0,0
22.2222222222,+AC0-205.4,37.718,0,0
22.2222222222,32.6,21.526,0,17.7533333333
33.3333333333,+AC0-3.2,8.148,0,7.6433333333
33.3333333333,+AC0-229.7,63.366,0,0
33.3333333333,55.9,81.496,0,0
33.3333333333,+AC0-9.4,27.711,0,0
44.4444444444,+AC0-223.5,3.251,0,0
55.5555555556,+AC0-112.5,2.703,0,0
66.6666666667,139.6,79.945,0,23.2930769231
33.3333333333,+AC0-11.7,37.264,0,0
33.3333333333,+AC0-184,2.424,0,0
33.3333333333,19.6,45.787,0,11.191025641
66.6666666667,163.5,49.351,0,0
55.5555555556,+AC0-169.9,4.011,0,0
33.3333333333,142.1,11.903,0,12.3964102564
33.3333333333,+AC0-62.6,5.806,0,0
33.3333333333,56.5,29.704,0,0
33.3333333333,+AC0-126.5,4.716,0,4.541025641
66.6666666667,159.4,82.543,0,41.6210144928
33.3333333333,+AC0-150.3,3.57,0,4.541025641
33.3333333333,98.7,67.753,0,11.8320512821
44.4444444444,30.1,35.9,0,18.9033333333
33.3333333333,61.6,61.076,0,46.3474967062
44.4444444444,+AC0-174.9,2.428,0,4.541025641
44.4444444444,+AC0-155.2,2.607,0,4.531025641
44.4444444444,+AC0-204.5,7.193,0,0
77.7777777778,+AC0-43.8,4.637,0,9.0920512821
44.4444444444,+AC0-51,88.858,0,0
33.3333333333,152.9,53.274,0,55.1795608256
33.3333333333,37.7,96.604,15.3846153846,78.7428427128
55.5555555556,110.3,42.959,0,73.872962963
44.4444444444,+AC0-55.2,12.319,0,16.2966666667
55.5555555556,+AC0-165.4,2.812,0,0
55.5555555556,+AC0-236.4,3.17,0,0
55.5555555556,2.9,15.268,0,11.8320512821
55.5555555556,+AC0-137.7,5.57,0,0
55.5555555556,207,70.781,0,33.4077777778
33.3333333333,83.3,82.09,0,0
33.3333333333,16.7,5.821,0,0
33.3333333333,+AC0-132.7,2.386,0,0
33.3333333333,+AC0-53.9,4.734,0,0
66.6666666667,55.8,91.993,0,38.8643589744
44.4444444444,+AC0-29.7,5.882,0,0
66.6666666667,+AC0-147.6,10.242,0,0
